flex1;flex2;x1;y1;z1;x2;y2;z2;x3;y3;z3;x4;y4;z4;x5;y5;z5;x6;y6;z6;x7;y7;z7;x8;y8;z8;x9;y9;z9;x10;y10;z10;x11;y11;z11;x12;y12;z12;x13;y13;z13;x14;y14;z14;x15;y15;z15;x16;y16;z16;x17;y17;z17;x18;y18;z18;x19;y19;z19;x20;y20;z20;x21;y21;z21;x22;y22;z22;x23;y23;z23;x24;y24;z24;x25;y25;z25;x26;y26;z26;x27;y27;z27;x28;y28;z28;x29;y29;z29;x30;y30;z30;idGeste2
false;false;0.01;0.0;0.0;-0.09;-0.09;0.05;-0.14;-0.08;0.03;-0.3;-0.16;0.06;-0.31;-0.15;-0.04;-0.39;-0.17;-0.11;-0.45;-0.12;-0.18;-0.55;-0.08;-0.2;-0.85;-0.12;-0.23;-1.09;-0.12;-0.32;-1.38;-0.1;-0.45;-1.56;-0.09;-0.58;-1.7;-0.05;-0.65;-1.72;-0.01;-0.58;-1.62;0.02;-0.59;-1.58;0.02;-0.64;-1.49;0.04;-0.67;-1.35;0.0;-0.69;-1.26;-0.07;-0.5;-1.23;-0.16;-0.56;-1.15;-0.21;-0.56;-1.09;-0.25;-0.59;-0.86;-0.08;-0.52;-0.65;-0.2;-0.47;-0.48;-0.18;-0.38;-0.42;-0.2;-0.29;-0.3;-0.17;-0.22;-0.17;-0.2;-0.19;-0.03;-0.15;-0.09;0.08;-0.08;-0.03;0
